,id,title_romaji,format,chapters,genres,tags,country,popularity,favourites,averageScore,status,description,desc_char_len,desc_word_count,sentiment_score,tag_count,is_Romance,is_Comedy,is_Drama,is_Fantasy,is_Action,is_School Life
56,105469,Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou,MANGA,4.0,"['Action', 'Supernatural']","['shounen', 'demons', 'male protagonist', 'school', 'tragedy', 'urban fantasy', 'magic', 'super power', 'ensemble cast', 'mythology', 'swordplay', 'body horror', 'bullying', 'heterosexual', 'primarily teen cast', 'exorcism', 'curses', 'primarily male cast']",JP,65821,1945,80.0,FINISHED,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?
<br><br>
(Source: Viz Media)",454,79,0.022333333333333337,18,0,0,0,0,1,0
57,54705,Aku no Hana,MANGA,58.0,"['Drama', 'Psychological', 'Romance']","['coming of age', 'psychosexual', 'philosophy', 'denpa', 'love triangle', 'rehabilitation', 'school', 'classic literature', 'tragedy', 'time skip', 'sadism', 'male protagonist', 'bullying', 'suicide', 'female protagonist', 'rural', 'shounen', 'writing', 'heterosexual', 'urban', 'rape', 'blackmail', 'nudity', 'crossdressing']",JP,65795,5187,81.0,FINISHED,"The story opens as middle school student Takao Kasuga receives an F on a math test. But he doesn't even seem to notice because he's too engrossed in surreptitiously reading Beaudelaire's The Flowers of Evil. And the day goes downhill from there. In a moment of weakness, he finds and takes home the gym clothes belonging to sweet, pretty Nanako Saeki on whom he has a major crush. Unfortunately for Takao, there's a witness to the theft: Nakamura, who has a huge chip on her shoulder and a sadistic streak.
<br><br>
As the saga unfolds, we see Takao struggling to decide whether to confess or cover up his misdeeds at the same time that he tries to win over the girl of his dreams, and avoid the blackmail attempts of Nakamura, his new ”BFF.”
<br><br>
Smart, funny, and emotionally engaging, The Flowers of Evil introduces a character who's not a hero, but just an ordinary teenager in search of true love and real friendship.
<br><br>
(Source: Kodansha USA)
<br><br>
<I>Note: Includes 1 extra chapter.</i>",1006,174,0.05315746753246754,24,1,0,1,0,0,0
58,101233,Gokushufudou,MANGA,28.0,"['Comedy', 'Slice of Life']","['parody', 'episodic', 'yakuza', 'male protagonist', 'slapstick', 'gangs', 'family life', 'primarily adult cast', 'seinen', 'heterosexual', 'food', 'urban', 'iyashikei', 'animals', 'marriage', 'otaku culture', 'tanned skin']",JP,65135,2399,79.0,RELEASING,"He was the fiercest member of the yakuza, a man who left countless underworld legends in his wake. They called him “the Immortal Dragon.” But one day he walked away from it all to travel another path—the path of the househusband! The curtain rises on this cozy yakuza comedy!
<br><br>
(Source: Viz Media)",304,53,-0.08333333333333333,17,0,1,0,0,0,0
59,140475,Kaoru Hana wa Rin to Saku,MANGA,28.0,"['Comedy', 'Drama', 'Romance']","['iyashikei', 'heterosexual', 'primarily teen cast', 'school', 'male protagonist', 'shounen', 'coming of age', 'female protagonist', 'ensemble cast', 'philosophy', 'urban', 'food', 'delinquents']",JP,64145,7405,88.0,RELEASING,"This story takes place in a particular town with two infamous schools in constant dispute: Chidori High, a boys' school predominantly attended by low-class students with damning grades, and its neighbor Kikyo Girls' High, with most of its female students coming from wealthy and prestigious families. One day, high school second-year Rintaro Tsumugi, a fierce-looking but gentle-minded student at Chidori, is helping at his family's patisserie when he encounters a female customer by the name of Kaoruko Waguri. Rintaro enjoys his time with Kaoruko, as she doesn't judge him for his appearance, but this blissful peace is quickly disturbed when Rintaro makes the discovery that Kaoruko is actually a student at Kikyo. This revelation marks the beginning of the two's strenuous tale, as they fight against the limitations placed upon them by their schools and surroundings in an attempt to find their own path!
<br><br>
(Source: K Manga)",936,148,0.1715384615384615,13,1,1,1,0,0,0
60,30936,Homunculus,MANGA,166.0,"['Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural']","['philosophy', 'seinen', 'psychosexual', 'male protagonist', 'tragedy', 'primarily adult cast', 'denpa', 'amnesia', 'anti-hero', 'gore', 'body horror', 'homeless', 'transgender', 'lgbtq+ themes', 'masturbation', 'crossdressing', 'heterosexual', 'rape', 'economics', 'class struggle', 'urban', 'suicide']",JP,63629,4193,83.0,FINISHED,"Nakoshi Susumu, age 34, is living out of his car. Between spending his days with the homeless and his nights in his vehicle, he has little to his name–but not so little that he’ll agree to be the subject of a scientific experiment. An unnerving medical student is stalking him and offering to pay Nakoshi a significant sum to test trepanation: the ability to draw out a sixth sense by drilling into the skull. Nakoshi refuses. When Nakoshi’s beloved car is towed, though, he finally agrees to cash and the operating table. At first, the experiment seems to bear no fruit, and Nakoshi’s life is unchanged. That is, until Nakoshi realizes his vision has warped in his left eye…showing him the twisted homunculus inside every human.
<br><br>
(Source: Seven Seas Entertainment)",773,131,0.025757575757575757,22,0,0,1,0,0,0
61,98263,Tongari Boushi no Atelier,MANGA,28.0,"['Adventure', 'Drama', 'Fantasy']","['witch', 'magic', 'found family', 'memory manipulation', 'female protagonist', 'teacher', 'drawing', 'medieval', 'coming of age', 'ensemble cast', 'school', 'primarily female cast', 'revenge', 'tragedy', 'conspiracy', 'primarily child cast', 'politics', 'disability', 'seinen', 'philosophy', 'rehabilitation', 'lgbtq+ themes', 'amnesia', 'foreign', 'travel', 'spearplay', 'body horror', 'iyashikei', 'dragons', 'twins']",JP,63360,6367,86.0,RELEASING,"In a world where everyone takes wonders like magic spells and dragons for granted, Coco is a girl with a simple dream: she wants to be a witch. But everybody knows magicians are born, not made, and Coco was not born with a gift for magic. Resigned to her un-magical life, Coco is about to give up on her dream to become a witch … until the day she meets Qifrey, a mysterious, traveling magician. After secretly seeing Qifrey perform magic in a way she’s never seen before, Coco soon learns what everybody “knows” might not be the truth, and discovers that her magical dream may not be as far away as it may seem...
<br><br>
(Source: Kodansha USA)
<br>
<br>
<i>Notes:<br>
- Nominated for the 11th Manga Taishou Award in 2018.<br>
- Won the Daruma d'Or at Japan Expo in 2019.<br>
- Won Best U.S. Edition of International Material - Asia at the Eisner Awards in 2020.<br>
- Won the Best Manga Award at the Harvey Awards in 2020.</i>",929,170,0.325,30,0,0,1,1,0,0
62,30564,GANTZ,MANGA,383.0,"['Action', 'Drama', 'Ecchi', 'Horror', 'Psychological', 'Sci-Fi', 'Supernatural']","['survival', 'seinen', 'aliens', 'gore', 'tragedy', 'death game', 'urban', 'guns', 'cosmic horror', 'philosophy', 'nudity', 'heterosexual', 'ensemble cast', 'super power', 'terrorism', 'vampire', 'assassins', 'female harem', 'youkai', 'dinosaurs', 'cgi', 'trains']",JP,63331,3676,77.0,FINISHED,"Tokyo teens Kei and Masaru are killed by a subway train but awaken in a room with an ominous black orb that gives them weapons, suits and orders. Fighting bizarre alien monstrosities in a deadly game, will they win their freedom or die for the final time?<br><br>
(Source: Dark Horse)",284,50,0.004166666666666669,22,0,0,1,0,1,0
63,107098,Shuumatsu no Valkyrie,MANGA,28.0,"['Action', 'Drama', 'Fantasy', 'Supernatural']","['gods', 'mythology', 'death game', 'survival', 'historical', 'super power', 'seinen', 'primarily adult cast', 'female protagonist', 'cultivation', 'gore', 'wrestling', 'samurai', 'assassins', 'cheerleading']",JP,63028,3103,78.0,RELEASING,"The story begins when the gods call a conference to decide the whether to let humanity live or die, and settle on destroying humanity. But a lone valkyrie puts forward a suggestion to let the gods and humanity fight one last battle, as a last hope for humanity's continued survival. 13 gods will fight against 13 human champions in one-on-one battles to decide whether humanity lives or dies.
<br><br>
(Source: Comikey)",419,71,-0.012727272727272731,15,0,0,1,1,1,0
64,87395,Grand Blue,MANGA,28.0,"['Comedy', 'Romance', 'Slice of Life', 'Sports']","['slapstick', 'surreal comedy', 'male protagonist', 'college', 'seinen', 'primarily adult cast', 'nudity', 'coastal', 'bar', 'scuba diving', 'love triangle', 'heterosexual', 'otaku culture', 'kuudere', 'meta', 'tsundere', 'female harem', 'bisexual', 'gore', 'yandere', 'gyaru', 'lgbtq+ themes']",JP,62503,7020,88.0,RELEASING,"After moving out on his own to a seaside town, Iori Kitahara makes a college debut he never anticipated. A new chapter of his life unfolds, full of diving with beautiful girls and shenanigans with a gaggle of lovable bastards! Idiot-expert Kenji Inoue and au naturel authority Kimitake Yoshioka bring you a glorious college tale filled with booze-fueled antics!<br><br>
(Source: Kodansha USA)",392,62,0.4935606060606061,22,1,1,0,0,0,0
65,30908,Soul Eater,MANGA,117.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Supernatural']","['ensemble cast', 'magic', 'henshin', 'shounen', 'super power', 'female protagonist', 'gods', 'guns', 'witch', 'male protagonist', 'shapeshifting', 'school', 'swordplay', 'twins', 'foreign', 'war', 'agender', 'nudity', 'travel', 'urban fantasy', 'philosophy', 'coming of age', 'alternate universe', 'assassins', 'tragedy', 'zombie', 'werewolf', 'body horror', 'urban', 'gender bending', 'kemonomimi', 'nekomimi', 'tanned skin', 'unrequited love', 'space', 'martial arts', 'heterosexual']",JP,61412,3438,80.0,FINISHED,"Maka is a scythe meister, working to perfect one particular scythe until it is good enough to become Death's Weapon -- the weapon used by Shinigami-sama, the spirit of Death himself. As if that wasn't unusual enough, her scythe is a demon scythe called Soul Eater, which can change form from a scythe to a human-looking boy. In order to make Soul Eater powerful enough to be Death's Weapon, he must eat the souls of 99 humans and 1 witch. Along the way, the two of them face many different challenges, including a cat witch named Blair (who happens to have a thing for Soul) and a teacher who's been turned into a zombie (and wants him to join her!). Her fellow students, like the shadow ninja weapon meister named Black Star who always needs to be the center of attention, aren't much help, either. It'll be a miracle if Maka even survives, let alone manages to make Soul Eater into the Death Scythe.
<br><br>
(Source: Yen Press)
<br><br>
<i>Note: Includes four extra chapters.</i>",982,174,0.20333333333333334,37,0,1,0,1,1,0
66,86310,Enen no Shouboutai,MANGA,305.0,"['Action', 'Drama', 'Sci-Fi', 'Supernatural']","['cosmic horror', 'super power', 'religion', 'gods', 'shounen', 'post-apocalyptic', 'firefighters', 'conspiracy', 'tragedy', 'meta', 'cult', 'male protagonist', 'demons', 'urban fantasy', 'alternate universe', 'military', 'dragons', 'primarily adult cast', 'primarily male cast', 'ensemble cast', 'rescue', 'nun', 'crossover', 'swordplay', 'female harem']",JP,60344,2942,78.0,FINISHED,"Terror has paralyzed the clockwork metropolis of Tokyo! Possessed by demons, people have begun to burst into flame, leading to the establishment of a special firefighting team: the Fire Force, ready to roll on a moment's notice to fight spontaneous combustion anywhere it might break out. The team is about to get a very unique addition: Shinra, a boy who possesses the unique power to run at the speed of a rocket, leaving behind the famous ""devil's footprints"" (and destroying his shoes in the process). Can the Fire Force discover the source of this strange phenomenon and put a stop to it? Or will the city burn to ashes first?
<br><br>
(Source: Kodansha USA)
<br><br>
<i>Note: Includes three extra chapters.</i>",716,120,0.19269480519480522,25,0,0,1,0,1,0
67,86218,Yagate Kimi ni Naru,MANGA,53.0,"['Drama', 'Romance', 'Slice of Life']","['yuri', 'female protagonist', 'coming of age', 'lgbtq+ themes', 'school', 'primarily teen cast', 'primarily female cast', 'unrequited love', 'love triangle', 'school club', 'acting', 'philosophy', 'aromantic', 'shounen', 'time skip']",JP,60066,6504,86.0,FINISHED,"Yuu has always loved shoujo manga and awaits the day she gets a love confession that sends her heart aflutter with bubbles and hearts, and yet when a junior high classmate confesses his feelings to her…she feels nothing. Disappointed and confused, Yuu enters high school still unsure how to respond. That’s when Yuu sees the beautiful student council president Nanami turn down a suitor with such maturity that she’s inspired to ask her for help. But when the next person to confess to Yuu is Nanami herself, has her shoujo romance finally begun?
<br><br>
(Source: Seven Seas Entertainment)
<br><br>
<i>Note: Includes eight extra chapters.</i>",643,104,0.08870370370370369,15,1,0,1,0,0,0
68,86717,Wotaku ni Koi wa Muzukashii,MANGA,115.0,"['Comedy', 'Romance', 'Slice of Life']","['otaku culture', 'primarily adult cast', 'office lady', 'video games', 'work', 'episodic', 'heterosexual', 'josei', 'female protagonist', 'male protagonist', 'office', 'meta', 'iyashikei', 'ensemble cast', 'cosplay', 'tsundere', 'crossdressing', 'chibi']",JP,60029,3933,82.0,FINISHED,"Narumi Momose has had it rough: every boyfriend she’s had dumped her once they found out she was an <i>otaku</i>, so she’s gone to great lengths to hide it. When a chance meeting at her new job with childhood friend, fellow <i>otaku</i>, and now coworker Hirotaka Nifuji almost gets her secret outed at work, she comes up with a plan to make sure he never speaks up. But he comes up with a counter-proposal: why doesn’t she just date him instead? In love, there are no save points.
<br><br>
(Source: Kodansha USA)
<br><br>
<i>Notes:<br>
- Includes 29 extra chapters.<br>
- The English edition combines 2 Japanese volumes into one each (so e.g. the first two Japanese volumes are combined into 1 English volume).</i>",715,123,0.14053030303030303,18,1,1,0,0,0,0
69,37375,Kokou no Hito,MANGA,170.0,"['Adventure', 'Drama', 'Psychological', 'Sports']","['outdoor activities', 'coming of age', 'mountaineering', 'seinen', 'travel', 'tragedy', 'male protagonist', 'primarily male cast', 'primarily adult cast', 'survival', 'hikikomori', 'wilderness', 'classic literature', 'time skip', 'fitness', 'suicide', 'anti-hero', 'dissociative identities', 'foreign', 'delinquents', 'school', 'nudity', 'school club']",JP,59677,4907,87.0,FINISHED,"On his first day of transferring to a new high school, a loner named Mori Buntarou, is cajoled by a classmate into climbing the school building. Despite knowing that one misstep could send him spiraling to his death, he moves forward, and upon finally reaching the top, Mori experiences a sense of fulfillment. That feeling, which seems to be telling him, ""You're alive!"" gives birth to an adrenaline for rock-climbing.
",420,70,0.19522727272727272,23,0,0,1,0,0,0
70,30583,CLAYMORE,MANGA,159.0,"['Action', 'Adventure', 'Fantasy', 'Horror']","['demons', 'primarily female cast', 'super power', 'female protagonist', 'monster girl', 'gore', 'swordplay', 'dystopian', 'revenge', 'youkai', 'shapeshifting', 'tragedy', 'body horror', 'ensemble cast', 'orphan', 'conspiracy', 'time skip', 'adoption', 'twins', 'nudity', 'shounen', 'anti-hero', 'espionage', 'medieval', 'cannibalism', 'amnesia', 'gods', 'fugitive', 'tomboy', 'nun']",JP,59287,3203,81.0,FINISHED,"A village is gripped by fear and paranoia when a Yoma claims six lives. The Claymore who is sent to slay the creature isn't what the villagers expect at all. In fact, she seems more monster than human.<br><br>(Source: Viz Media)
<br><br>
<i>Note: Includes 4 extra chapters.</i>",277,46,0.25,30,0,0,0,1,1,0
71,99943,"Kanojo, Okarishimasu",MANGA,28.0,"['Comedy', 'Drama', 'Ecchi', 'Romance']","['fake relationship', 'male protagonist', 'love triangle', 'prostitution', 'shounen', 'primarily female cast', 'cohabitation', 'unrequited love', 'work', 'female harem', 'heterosexual', 'tsundere', 'gambling', 'acting', 'primarily adult cast', 'filmmaking', 'college', 'aliens', 'coming of age', 'meta', 'slapstick', 'nudity', 'agriculture', 'school']",JP,59132,2332,59.0,RELEASING,"In today’s Japan, “rental” services can deliver an afternoon with a “friend,” a “parent,” even a fake girlfriend! After a staggering betrayal by his girlfriend, hapless freshman Kazuya gets just desperate enough to give it a try. But he quickly discovers how complicated it can be to “rent” an emotional connection, and his new “girlfriend,” who’s trying to keep her side hustle secret, will panic when she finds out her real life and Kazuya’s are intertwined in surprising ways! Family, school, and life all start to go wrong, too… It’s sweet but naïve boy meets cute but ruthless girl in this 21st-century manga rom-com!
<br><br>
(Source: Kodansha USA)",654,108,-0.122020202020202,24,1,1,1,0,0,0
72,30104,Yotsuba to!,MANGA,28.0,"['Comedy', 'Slice of Life']","['family life', 'iyashikei', 'episodic', 'female protagonist', 'parenthood', 'slapstick', 'shounen', 'cute girls doing cute things', 'rural', 'adoption', 'primarily female cast', 'tomboy', 'fishing']",JP,58321,6150,88.0,RELEASING,"Hello! This is Koiwai Yotsuba, Yotsuba Koiwai...um, YOTSUBA! Yotsuba moved with Daddy to a new house from our old house waaaaaaay over there! And moving's fun 'cos people wave! (Ohhhh!!) And Yotsuba met these nice people next door and made friends to play with (one of 'em acted like one of those bad strangers Daddy told Yotsuba not to go with, but it was okay in the end). I hope we get to play a lot. And eat ice cream! And-and-and...oh yeah! You should come play with Yotsuba too!<br><br>
(Source: Yen Press)
<br><br>
<i>Notes:<br>
- Includes an interlude.<br>
- Won the Excellence Award for Manga at the Japan Media Arts Festival in 2006 and the Grand Prize of the 20th Osamu Tezuka Cultural Prize in 2016.<br>
- Was nominated for the Manga Taishō award in 2008 and for the 12th and 20th Osamu Tezuka Cultural Prize in 2008 and 2016.<br>
- Was nominated for the Eisner Award in the ""Best Publication for Kids"" category.</i>",928,164,0.24835008741258743,13,0,1,0,0,0,0
73,54692,Noragami,MANGA,109.0,"['Action', 'Adventure', 'Drama', 'Romance', 'Supernatural']","['gods', 'reincarnation', 'male protagonist', 'youkai', 'mythology', 'tragedy', 'exorcism', 'female protagonist', 'urban fantasy', 'shounen', 'ghost', 'swordplay', 'heterosexual', 'afterlife', 'religion', 'revenge', 'nekomimi', 'body horror', 'torture', 'found family']",JP,58140,3387,82.0,FINISHED,"Yato is a homeless god. He doesn’t even have a shrine, not to mention worshippers! So to achieve his ambitious goals, he’s set up a service to help those in need (for a small fee), hoping he’ll eventually raise enough money to build himself the lavish temple of his dreams. Of course, he can’t afford to be picky, so Yato accepts all kinds of jobs, from finding lost kittens to helping a student overcome bullies at school.
<br><br>
(Source: Kodansha USA)",455,81,0.0,20,1,0,1,0,1,0
74,111233,Yofukashi no Uta,MANGA,203.0,"['Comedy', 'Psychological', 'Romance', 'Slice of Life', 'Supernatural']","['vampire', 'urban fantasy', 'monster girl', 'male protagonist', 'age gap', 'coming of age', 'tragedy', 'shounen', 'surreal comedy', 'outdoor activities', 'heterosexual', 'monster boy', 'hikikomori', 'urban', 'female protagonist', 'detective', 'primarily teen cast', 'philosophy', 'maids', 'gore', 'lgbtq+ themes', 'suicide', 'yandere', 'gyaru', 'iyashikei', 'femboy']",JP,57967,4222,81.0,FINISHED,"One sleepless night, Ko slips out to walk the streets. Life after dark is a revelation! When flirtatious Nazuna invites Ko to spend the night at her place in an abandoned building, he’s stoked! But then he awakens to kisses on his neck with a little too much bite to them... Is it just the delicious taste of his blood that makes her meet him night after night for late-night adventures, conversation and...naps? Or something else? Then, when a cute girl from Ko’s past shows up and competes for his attention, his budding relationship with the undead is put to the test!
<br><br>
(Source: Viz Media)
<br><br>
<i>Notes:<br>
- Seventh place of Tsugimanga 2020 Award in the Manga Category and first place of Daruma 2023 Award (France) in the new manga category (released in 2022 in France).<br>
- Includes three extra chapters.</i>",829,142,0.15394886363636365,26,1,1,0,0,0,0
75,100568,Supyeongseon,MANGA,21.0,"['Adventure', 'Drama', 'Psychological']","['survival', 'post-apocalyptic', 'philosophy', 'war', 'tragedy', 'religion', 'coming of age', 'primarily child cast', 'crime', 'travel', 'achromatic', 'time skip', 'male protagonist', 'rehabilitation', 'orphan', 'guns', 'gore', 'suicide', 'cannibalism', 'language barrier', 'outdoor activities']",KR,57914,4031,85.0,FINISHED,"A world where everything has been lost. A boy and a girl alone together. A spark of hope kindled between them. All they can do is move forward. But against broken adults and devastating despair, how long will they be able to keep going...?
<br><br>
(Source: Yen Press)",268,48,-0.2375,21,0,0,1,0,0,0
76,98397,Chi no Wadachi,MANGA,153.0,"['Drama', 'Horror', 'Psychological']","['seinen', 'tragedy', 'family life', 'denpa', 'coming of age', 'crime', 'heterosexual', 'male protagonist', 'suicide', 'memory manipulation', 'time skip', 'amnesia', 'psychosexual', 'bullying', 'anti-hero', 'philosophy', 'school', 'police', 'nudity', 'cosmic horror', 'tomboy', 'dissociative identities', 'acting']",JP,57693,2917,79.0,FINISHED,"Ordinary middle school student Seiichi Osabe receives love and care from his mother Seiko. Until one summer an incident changes the family dynamic forever. This is a story of a mother’s love that has gone too far….
<br><br>
(Source: Kodansha USA)",246,41,0.15,23,0,0,1,0,0,0
77,30149,BLAME!,MANGA,66.0,"['Action', 'Drama', 'Horror', 'Psychological', 'Sci-Fi']","['cyborg', 'seinen', 'post-apocalyptic', 'cyberpunk', 'robots', 'lost civilization', 'survival', 'travel', 'body horror', 'dystopian', 'guns', 'cosmic horror', 'male protagonist', 'tragedy', 'urban', 'time skip', 'artificial intelligence', 'gore', 'alternate universe', 'kaiju', 'time manipulation', 'amnesia', 'agender']",JP,57324,3604,81.0,FINISHED,"In a future version of Earth, there is a city grown so chaotically massive that its inhabitants no longer recall what “land” is. Within this megastructure the silent, stoic Killy is on a mission to find the Net Terminal Gene—a genetic mutation that once allowed humans to access the cybernetic NetSphere. Armed with a powerful Graviton Beam Emitter, Killy fends off waves of attacks from fellow humans, cyborgs and silicon-based lifeforms. Along the way, he encounters a highly-skilled scientist whose body has deteriorated from a lengthy imprisonment who promises to help Killy find the Net Terminal Gene, once she settles a score for herself… 
<br><br>
(Source: Kodansha USA)
<br><br>
<i>Note: Includes one extra chapter.</i>",727,114,0.04285714285714286,23,0,0,1,0,1,0
78,136807,Look Back,ONE_SHOT,1.0,"['Drama', 'Slice of Life']","['drawing', 'tragedy', 'female protagonist', 'hikikomori', 'primarily female cast', 'shounen', 'coming of age', 'work', 'meta', 'school', 'philosophy', 'primarily child cast', 'rehabilitation']",JP,56810,4005,83.0,FINISHED,"Fujino is a fourth grader who draws a manga strip for the school newspaper. Her art makes her the star of the class, but one day she's told that Kyomoto, a student who refuses to come to school, would also like to submit a manga for the paper...
<br><br>
(Source: MANGA Plus)<br><br>
<i>Note: The one-shot was compiled in a special volume, released on September 3, 2021.<i>",373,66,0.17857142857142858,13,0,0,1,0,0,0
79,128067,SSS-geup Jugeoya Saneun Hunter,MANGA,28.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural']","['time manipulation', 'male protagonist', 'full color', 'suicide', 'urban fantasy', 'dungeon', 'ghost', 'revenge', 'philosophy', 'primarily adult cast', 'tragedy', 'cultivation', 'age regression', 'memory manipulation', 'martial arts', 'heterosexual', 'wuxia', 'necromancy', 'long strip', 'goblin', 'marriage', 'bullying']",KR,56652,4014,83.0,RELEASING,"In the mysterious, RPG dungeon-like Tower, Confucius Kim lives a mundane existence, envying all the star hunters. One day, his wish for more is granted with a legendary skill to copy others’ abilities… at the cost of his life. Before he can make sense of it, he’s killed by the #1 hunter, the Flame Emperor! But this activates his skill and now he’s copied a new one, the ability to travel back in time upon death. How will Confucius use these skills to outplay the competition and rise to the top?
<br><br>
(Source: Tapas)",523,94,0.21496212121212122,22,0,0,1,1,1,0
80,54294,Ao Haru Ride,MANGA,53.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']","['shoujo', 'school', 'love triangle', 'heterosexual', 'female protagonist', 'primarily teen cast', 'unrequited love', 'tomboy', 'coming of age', 'kuudere', 'tsundere', 'tragedy', 'time skip', 'age gap']",JP,56487,3045,78.0,FINISHED,"Futaba Yoshioka thought all boys were loud and obnoxious until she met Kou Tanaka in junior high. But as soon as she realized she really liked him, he had already moved away because of family issues. Now, in high school, Kou has reappeared, but is he still the same boy she fell in love with?
<br><br>
(Source: Viz Media)
<br><br>
<i>Includes two side stories and two oneshots.</i>",381,67,0.25333333333333335,14,1,1,1,0,0,0
81,79865,Ajin,MANGA,99.0,"['Action', 'Horror', 'Mystery', 'Psychological', 'Supernatural']","['fugitive', 'urban fantasy', 'seinen', 'super power', 'suicide', 'terrorism', 'crime', 'gore', 'male protagonist', 'conspiracy', 'anti-hero', 'guns', 'torture', 'philosophy', 'military', 'body horror', 'urban', 'police', 'revenge', 'shapeshifting', 'tragedy', 'bullying', 'cars', 'ghost', 'delinquents', 'satire', 'drugs']",JP,56382,2734,80.0,FINISHED,"High school student Kei Nagai is struck dead in a grisly traffic accident, but immediately revives to learn that he may not be like every other human. Instead, he may be a mysterious almost immortal being granted not only the powers of rejuvination but the abilities to see super-natural beings. Scared, he runs away, and is aided in his escape from society by his friend. Unfortunately for Kei, the manhunt is on and he will soon be caught within a conflict between mankind and others like him as they prepare to fight a new war based on terror.
<br><br>
(Source: Kodansha USA)
<br><br>
<i>Notes: <br>
Includes 13 extra chapters.<br><br>
- Nominated for the 7th annual Manga Taishou Award.<br>
- Nominated for the Readers Award in the 18th Tezuka Osamu Cultural Prize.<br>
- Nominated for the 38th Annual Kodansha Manga Awards in the Seinen category.<br>
- Nominated for the 40th Kodansha Manga Awards in 2016 in the General category.</i>",939,158,-0.03442148760330579,27,0,0,0,0,1,0
82,55515,JoJo no Kimyou na Bouken: JoJolion,MANGA,110.0,"['Action', 'Adventure', 'Drama', 'Mystery', 'Supernatural']","['coming of age', 'super power', 'seinen', 'amnesia', 'tragedy', 'conspiracy', 'male protagonist', 'urban fantasy', 'family life', 'alternate universe', 'agriculture', 'medicine', 'body horror', 'cultivation', 'gore', 'nudity', 'memory manipulation', 'animals', 'gambling', 'suicide', 'crossdressing', 'curses']",JP,55917,4303,84.0,FINISHED,"This part will take place in Morioh-Cho (the same town in Part 4: Diamond is Unbreakable), but in the alternative universe in which Steel Ball Run takes place.
<br><br>
Following the Great East Japan earthquake, Morioh has been stricken by vast earthen protrusions known by the locals as Wall Eyes. Despite investigation, professional estimations are left empty. Meanwhile, the young girl Yasuho Hirose discovers a man buried within the ground, he possesses a distinctive star-shaped birthmark together with deeply penetrating bite marks. The man, who has contracted a staple case of amnesia is taken in by a local family and given the name Jousuke Higashikata, however mysterious events cannot stop from piling one upon the other and soon that enigma known as stands emerges to complement the great cloud of confusion.",819,131,0.12115384615384617,22,0,0,1,0,1,0
83,114960,MASHLE,MANGA,162.0,"['Action', 'Comedy', 'Fantasy']","['magic', 'fitness', 'surreal comedy', 'shounen', 'parody', 'male protagonist', 'primarily teen cast', 'school', 'slapstick', 'time manipulation', 'war', 'primarily male cast', 'food', 'unrequited love', 'lgbtq+ themes', 'asexual', 'aromantic', 'volleyball', 'tennis']",JP,55383,2279,75.0,FINISHED,"This is a world of magic where magic is used for everything. But deep in the forest exists a young man who spends his time training and bulking up. He can't use magic, but he enjoys a peaceful life with his father. But one day, his life is put in danger! Will his muscular body protect him from the magic users who are out to get him? Powerfully trained muscles crush magic as this abnormal magical fantasy begins!
<br><br>
(Source: MANGA Plus)
<br><br>
<i>Note: <br>
- Eleventh place of Tsugimanga 2020 Award in the Manga Category.<i/>
",537,96,0.38375,19,0,1,0,1,1,0
84,86399,Tensei Shitara Slime Datta Ken,MANGA,28.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['reincarnation', 'isekai', 'kingdom management', 'politics', 'medieval', 'war', 'magic', 'shounen', 'economics', 'monster girl', 'primarily adult cast', 'male protagonist', 'demons', 'dragons', 'goblin', 'agender', 'rural', 'yuri']",JP,54852,3774,82.0,RELEASING,"As players of Monster Hunter and Dungeons & Dragons know, the slime is not exactly the king of the fantasy monsters. So when a 37-year-old Tokyo salaryman dies and wakes up in a world of dragons and magic, he's a little disappointed to find he's become a blind, boneless slime monster.
<br><br>
(Source: Kodansha US)",316,55,-0.2125,18,0,1,0,1,1,0
85,30598,FAIRY TAIL,MANGA,549.0,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy']","['ensemble cast', 'magic', 'large breasts', 'shounen', 'dragons', 'animals', 'super power', 'time skip', 'found family', 'female protagonist', 'male protagonist', 'nekomimi', 'gods', 'cult', 'demons', 'travel', 'fairy tale', 'time manipulation', 'lost civilization', 'war', 'medieval']",JP,53387,2264,70.0,FINISHED,"Cute girl wizard Lucy wants to join the Fairy Tail, a club for the most powerful wizards. But instead her ambitions land her in the clutches of a gang of unsavory pirates led by a devious magician. Her only hope is Natsu, a strange boy she happens to meet on her travels. Natsu’s not your typical hero—he gets motion sickness, eats like a pig, and his best friend is a talking cat. With friends like this, is Lucy better off with her enemies?
<br><br>
(Source: Kodansha USA)
<br><br>
<i>Note: Includes 4 extra chapters.</i>",523,93,0.2783333333333333,21,0,1,0,1,1,0
